"No.","Time","Source","Destination","Protocol","Length","Info"
"103","0.297244","13.107.42.14","100.81.191.105","TLSv1.2","109","Application Data"
"104","0.297329","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=61569 Win=259136 Len=0"
"105","0.297429","100.81.191.105","13.107.42.14","TCP","54","[TCP Window Update] 56355  >  443 [ACK] Seq=4131 Ack=61569 Win=262144 Len=0"
"106","0.298038","13.107.42.14","100.81.191.105","TLSv1.2","1243","Application Data"
"107","0.298039","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=62758 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"108","0.298040","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=64218 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"109","0.298041","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"110","0.298042","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=66892 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"111","0.298043","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=68352 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"112","0.298043","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"113","0.298044","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=71026 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"114","0.298045","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=72486 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"115","0.298045","13.107.42.14","100.81.191.105","TLSv1.2","570","Application Data"
"116","0.298108","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=74462 Win=249216 Len=0"
"117","0.298152","100.81.191.105","13.107.42.14","TCP","54","[TCP Window Update] 56355  >  443 [ACK] Seq=4131 Ack=74462 Win=262144 Len=0"
"118","0.299283","13.107.42.14","100.81.191.105","TLSv1.2","412","Application Data"
"119","0.299284","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=74820 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"120","0.299284","13.107.42.14","100.81.191.105","TLSv1.2","1513","Application Data"
"121","0.299285","13.107.42.14","100.81.191.105","TLSv1.2","979","Application Data"
"122","0.299640","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=78664 Win=262144 Len=0"
"123","0.301383","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=78664 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"124","0.301384","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=80124 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"125","0.301385","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"126","0.301386","13.107.42.14","100.81.191.105","TLSv1.2","240","Application Data"
"127","0.301386","13.107.42.14","100.81.191.105","TLSv1.2","225","Application Data"
"128","0.301387","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=83155 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"129","0.301387","13.107.42.14","100.81.191.105","TLSv1.2","61","Application Data"
"130","0.301388","13.107.42.14","100.81.191.105","TLSv1.2","214","Application Data"
"131","0.301388","13.107.42.14","100.81.191.105","TLSv1.2","159","Application Data"
"132","0.301492","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=84887 Win=262144 Len=0"
"133","0.414043","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=84887 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"134","0.414044","13.107.42.14","100.81.191.105","TLSv1.2","897","Application Data"
"135","0.414045","13.107.42.14","100.81.191.105","TLSv1.2","1172","Application Data"
"136","0.414175","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=88308 Win=262144 Len=0"
"137","0.443977","13.107.42.14","100.81.191.105","TLSv1.2","291","Application Data"
"138","0.443978","13.107.42.14","100.81.191.105","TLSv1.2","507","Application Data"
"139","0.444244","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=88998 Win=262144 Len=0"
"140","0.473918","13.107.42.14","100.81.191.105","TLSv1.2","880","Application Data"
"141","0.474443","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=89824 Win=262144 Len=0"
"142","0.524469","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=89824 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"143","0.524470","13.107.42.14","100.81.191.105","TLSv1.2","1250","Application Data"
"144","0.524471","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=92480 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"145","0.524472","13.107.42.14","100.81.191.105","TLSv1.2","104","Application Data"
"146","0.524473","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=93990 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"147","0.524473","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=95450 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"148","0.524474","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"149","0.524646","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=98124 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"150","0.524647","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=99584 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"151","0.524660","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=98124 Win=262144 Len=0"
"152","0.524682","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=101044 Win=262144 Len=0"
"153","0.525748","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"154","0.525749","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=102258 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"155","0.525749","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=103718 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"156","0.525750","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"157","0.525751","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=106392 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"158","0.525751","13.107.42.14","100.81.191.105","TLSv1.2","124","Application Data"
"159","0.525752","13.107.42.14","100.81.191.105","TLSv1.2","581","Application Data"
"160","0.525785","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=108449 Win=262144 Len=0"
"161","0.619088","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=108449 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"162","0.622632","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=109909 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"163","0.622633","13.107.42.14","100.81.191.105","TLSv1.2","1212","Application Data"
"164","0.622634","13.107.42.14","100.81.191.105","TLSv1.2","142","Application Data"
"165","0.622635","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=112615 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"166","0.622635","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=114075 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"167","0.622636","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"168","0.622637","13.107.42.14","100.81.191.105","TLSv1.2","240","Application Data"
"169","0.622751","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=116935 Win=262144 Len=0"
"170","0.627325","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=116935 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"171","0.627327","13.107.42.14","100.81.191.105","TLSv1.2","264","Application Data"
"172","0.627578","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=118605 Win=262144 Len=0"
"173","0.635473","13.107.42.14","100.81.191.105","TLSv1.2","468","Application Data"
"174","0.635580","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=119019 Win=262144 Len=0"
"175","0.645032","13.107.42.14","100.81.191.105","TLSv1.2","1266","Application Data"
"176","0.645122","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=120231 Win=262144 Len=0"
"177","0.653701","13.107.42.14","100.81.191.105","TCP","1514","[TCP Spurious Retransmission] 443  >  56355 [PSH, ACK] Seq=118771 Ack=4131 Win=4194304 Len=1460"
"178","0.653788","100.81.191.105","13.107.42.14","TCP","66","[TCP Dup ACK 176#1] 56355  >  443 [ACK] Seq=4131 Ack=120231 Win=262144 Len=0 SLE=118771 SRE=120231"
"179","0.660963","13.107.42.14","100.81.191.105","TLSv1.2","929","Application Data"
"180","0.660964","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=121106 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"181","0.661063","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=122566 Win=262144 Len=0"
"182","0.664080","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=122566 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"183","0.664081","13.107.42.14","100.81.191.105","TLSv1.2","425","Application Data"
"184","0.664090","13.107.42.14","100.81.191.105","TLSv1.2","353","Application Data"
"185","0.664091","13.107.42.14","100.81.191.105","TLSv1.2","334","Application Data"
"186","0.664163","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=124976 Win=262144 Len=0"
"187","0.671244","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=124976 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"188","0.671245","13.107.42.14","100.81.191.105","TLSv1.2","335","Application Data"
"189","0.671332","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=126717 Win=262144 Len=0"
"190","0.747099","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=126717 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"191","0.747101","13.107.42.14","100.81.191.105","TLSv1.2","714","Application Data"
"192","0.747101","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=128837 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"193","0.747102","13.107.42.14","100.81.191.105","TLSv1.2","640","Application Data"
"194","0.747103","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=130883 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"195","0.747104","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=132343 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"196","0.747104","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"197","0.747105","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=135017 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"198","0.747240","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=136477 Win=262144 Len=0"
"199","0.748138","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=136477 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"200","0.748139","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"201","0.748208","100.81.191.105","13.107.42.14","TCP","54","56355  >  443 [ACK] Seq=4131 Ack=139151 Win=262144 Len=0"
"202","0.748949","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=139151 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"203","0.748951","13.107.42.14","100.81.191.105","TLSv1.2","759","Application Data"
"204","0.748952","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=141316 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"205","0.748953","13.107.42.14","100.81.191.105","TCP","1514","443  >  56355 [ACK] Seq=142776 Ack=4131 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
"206","0.748954","13.107.42.14","100.81.191.105","TLSv1.2","1268","Application Data"
"207","0.748955","13.107.42.14","100.81.191.105","TLSv1.2","790","Application Data"
